video_frame,video_time_s,episode,observation_frame,simulation_time_s,physics_tick
265,53.0,demo_0,1060,53.00833609793335,12720
266,53.2,demo_0,1064,53.208336108364165,12768
267,53.4,demo_0,1068,53.40833611879498,12816
268,53.6,demo_0,1072,53.60833612922579,12864
269,53.8,demo_0,1076,53.8083361396566,12912
270,54.0,demo_0,1080,54.008336150087416,12960
271,54.2,demo_0,1084,54.20833616051823,13008
272,54.4,demo_0,1088,54.40833617094904,13056
273,54.6,demo_0,1092,54.608336181379855,13104
274,54.8,demo_0,1096,54.80833619181067,13152
275,55.0,demo_0,1100,55.00833620224148,13200
276,55.2,demo_0,1104,55.20833621267229,13248
277,55.4,demo_0,1108,55.408336223103106,13296
278,55.6,demo_0,1112,55.60833623353392,13344
279,55.8,demo_0,1116,55.80833624396473,13392
280,56.0,demo_0,1120,56.008336254395545,13440
281,56.2,demo_0,1124,56.20833626482636,13488
282,56.4,demo_0,1128,56.40833627525717,13536
283,56.6,demo_0,1132,56.60833628568798,13584
284,56.8,demo_0,1136,56.808336296118796,13632
285,57.0,demo_0,1140,57.00833630654961,13680
286,57.2,demo_0,1142,57.108336311765015,13704
