sample,base_pose_world[0],base_pose_world[1],base_pose_world[2],base_pose_world[3],base_pose_world[4],base_pose_world[5],base_pose_world[6],base_pose_world[7],base_pose_world[8],base_pose_world[9],base_pose_world[10],base_pose_world[11],base_pose_world[12],base_pose_world[13],base_twist_world[0],base_twist_world[1],base_twist_world[2],base_twist_world[3],base_twist_world[4],base_twist_world[5],base_twist_world[6],base_twist_world[7],base_twist_world[8],base_twist_world[9],base_twist_world[10],base_twist_world[11],controller_target[0],controller_target[1],controller_target[2],controller_target[3],controller_target[4],controller_target[5],controller_target[6],controller_target[7],controller_target[8],controller_target[9],controller_target[10],controller_target[11],controller_target[12],controller_target[13],controller_target[14],controller_target[15],controller_target[16],controller_target[17],fingertip_origin_distance[0],fingertip_origin_distance[1],fingertip_position_base[0],fingertip_position_base[1],fingertip_position_base[2],fingertip_position_base[3],fingertip_position_base[4],fingertip_position_base[5],fingertip_position_base[6],fingertip_position_base[7],fingertip_position_base[8],fingertip_position_base[9],fingertip_position_base[10],fingertip_position_base[11],grasp_pose_base[0],grasp_pose_base[1],grasp_pose_base[2],grasp_pose_base[3],grasp_pose_base[4],grasp_pose_base[5],grasp_pose_base[6],grasp_pose_base[7],grasp_pose_base[8],grasp_pose_base[9],grasp_pose_base[10],grasp_pose_base[11],grasp_pose_base[12],grasp_pose_base[13],gripper_close_command[0],gripper_close_command[1],joint_position[0],joint_position[1],joint_position[2],joint_position[3],joint_position[4],joint_position[5],joint_position[6],joint_position[7],joint_position[8],joint_position[9],joint_position[10],joint_position[11],joint_position[12],joint_position[13],joint_position[14],joint_position[15],joint_position[16],joint_position[17],joint_position[18],joint_position[19],joint_position[20],joint_position[21],joint_position[22],joint_position[23],joint_position[24],joint_position[25],joint_velocity[0],joint_velocity[1],joint_velocity[2],joint_velocity[3],joint_velocity[4],joint_velocity[5],joint_velocity[6],joint_velocity[7],joint_velocity[8],joint_velocity[9],joint_velocity[10],joint_velocity[11],joint_velocity[12],joint_velocity[13],joint_velocity[14],joint_velocity[15],joint_velocity[16],joint_velocity[17],joint_velocity[18],joint_velocity[19],joint_velocity[20],joint_velocity[21],joint_velocity[22],joint_velocity[23],joint_velocity[24],joint_velocity[25],previous_action[0],previous_action[1],previous_action[2],previous_action[3],previous_action[4],previous_action[5],previous_action[6],previous_action[7],previous_action[8],previous_action[9],previous_action[10],previous_action[11],previous_action[12],previous_action[13],previous_action[14],previous_action[15],previous_action[16],previous_action[17],simulation_time_s[0]
276,-4.007291793823242,-1.1941742897033691,-0.0036285652313381433,-0.9985333681106567,0.001889105886220932,0.002896615769714117,0.0540287122130394,-2.315572738647461,-1.3673715591430664,-0.003628580830991268,0.020901739597320557,0.0029575687367469072,-0.0017907420406118035,0.9997755289077759,0.0007543736137449741,-0.000233041777391918,4.718825437066698e-07,-1.7485353964730166e-05,-2.744845005508978e-06,-0.00042831519385799766,0.001411491190083325,-0.0009148447425104678,-0.0002736563328653574,-0.0014015039196237922,-0.0003802644496317953,0.0007558049401268363,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,0.0,0.0,0.6159999966621399,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.18816706538200378,0.1484866589307785,0.6091493964195251,0.00677494378760457,0.6795836687088013,0.6091896295547485,-0.181392103433609,0.6795070767402649,0.7245898246765137,-0.011127646081149578,0.5923264026641846,0.726141095161438,-0.1596061736345291,0.592250406742096,0.6183907985687256,-0.0873907133936882,0.6631919741630554,0.8634834885597229,3.0007657187525183e-05,0.5043771266937256,3.8320828025462106e-05,0.7338179349899292,-0.08714785426855087,0.5837321281433105,0.9225116968154907,-0.0030888214241713285,0.38595259189605713,0.0017900383099913597,0.0,1.0,-0.24275191128253937,-0.5142393112182617,0.242756649851799,0.7422410845756531,0.07537964731454849,0.0757451206445694,0.07576265931129456,0.07550442218780518,0.0001961588131962344,1.0573211908340454,0.00018400944827590138,0.49880847334861755,0.49786049127578735,-0.24275082349777222,-0.5142393708229065,0.2427559792995453,0.6158372163772583,0.08931810408830643,0.08859645575284958,0.08853256702423096,0.0889931246638298,0.0013075820170342922,0.7924885749816895,-0.006149651482701302,0.39896830916404724,0.3796030282974243,-2.171331834688317e-05,5.794555363536347e-06,-6.225118795555318e-06,0.3640138804912567,0.00043032129178754985,-0.00180232513230294,-0.0019580007065087557,-0.0004718418058473617,-0.0023527354933321476,0.21368882060050964,-0.0005431862082332373,0.004361811559647322,0.009515796788036823,0.0013941347133368254,-0.0002649422676768154,0.00017401785589754581,0.009167773649096489,0.0012139976024627686,0.002314874203875661,0.0034065793734043837,0.0017975411610677838,-0.005275605712085962,0.05675997585058212,0.0015004323795437813,-0.03152340650558472,-0.035703592002391815,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.808334053494036
277,-4.007174015045166,-1.1933106184005737,-0.003628568025305867,-0.9985331296920776,0.0018873796798288822,0.002896276768296957,0.054033733904361725,-2.315514087677002,-1.3673828840255737,-0.003628790145739913,0.0209101103246212,0.002957851393148303,-0.0017907893052324653,0.9997754096984863,0.0035323468036949635,0.03784079849720001,8.682150655658916e-05,0.0029677096754312515,0.0019359891302883625,-0.004697518888860941,0.0010523967212066054,-0.0013906487729400396,-0.00047500815708190203,-0.002205417025834322,0.0004774540720973164,0.0007004544604569674,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,-0.06599999964237213,0.0,0.6159999966621399,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.18814155459403992,0.1484871357679367,0.6065714359283447,0.0066545624285936356,0.6938199996948242,0.6064489483833313,-0.18148693442344666,0.6937429308891296,0.7246494293212891,-0.011125053279101849,0.5923265218734741,0.7262029647827148,-0.1596040427684784,0.5922510027885437,0.6155616641044617,-0.08746359497308731,0.6773391962051392,0.860896646976471,0.0002924014115706086,0.508779764175415,-0.0002600666484795511,0.7338789105415344,-0.08714701235294342,0.5837327241897583,0.9225161075592041,-0.0030944934114813805,0.3859420418739319,0.0017939246026799083,0.0,1.0,-0.2427508383989334,-0.5142391920089722,0.24275504052639008,0.7578563690185547,0.0753994882106781,0.07566913962364197,0.07568252086639404,0.07549063861370087,-0.0003120785695500672,1.0675337314605713,0.0004953788593411446,0.4985154867172241,0.49800989031791687,-0.24275042116641998,-0.5142394304275513,0.2427569329738617,0.6158327460289001,0.08932861685752869,0.08861216902732849,0.08854879438877106,0.08900605887174606,0.0013119566719979048,0.79246586561203,-0.006159841548651457,0.39897793531417847,0.3795959949493408,0.003086305223405361,-0.0006308703450486064,-0.0018802422564476728,0.2856764495372772,-0.0007618753588758409,-0.001947292243130505,-0.002053295262157917,-0.0012572815176099539,0.008958114311099052,0.15415962040424347,-0.021223140880465508,0.006444061174988747,0.0106587503105402,0.0014472196344286203,6.012595258653164e-05,0.00044516962952911854,0.009423072449862957,0.0015080380253493786,0.002358489204198122,0.003419833490625024,0.0016762466402724385,-0.0023272244725376368,0.061248332262039185,0.005784930661320686,-0.043638717383146286,-0.032533563673496246,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.85833405610174
278,-4.006975173950195,-1.1916675567626953,-0.003628551261499524,-0.9985326528549194,0.00188875338062644,0.0028972337022423744,0.05404159054160118,-2.315452814102173,-1.3673895597457886,-0.0036285659298300743,0.020916474983096123,0.0029582150746136904,-0.0017913398332893848,0.9997751712799072,0.0033454231452196836,0.019963420927524567,7.904021185822785e-05,-0.0035773117560893297,-0.0011761856731027365,0.001490556518547237,0.002367177279666066,-0.0016276504611596465,-0.0006583977374248207,-0.0031363184098154306,-0.002378287725150585,-0.0004192307824268937,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,0.0,0.0,0.6159999966621399,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.1881139725446701,0.1484873741865158,0.6044231653213501,0.006649654358625412,0.70488041639328,0.6043573617935181,-0.1814642995595932,0.7048285603523254,0.7247113585472107,-0.011122273281216621,0.5923250913619995,0.7262668013572693,-0.15960149466991425,0.592249870300293,0.6133071780204773,-0.08745399862527847,0.6883452534675598,0.8588532209396362,0.00015863982844166458,0.5122216939926147,-0.00016313309606630355,0.7339422702789307,-0.08714468032121658,0.583731472492218,0.9225189089775085,-0.003097631735727191,0.3859352767467499,0.0017991478089243174,0.0,1.0,-0.24275071918964386,-0.5142398476600647,0.24275736510753632,0.769994854927063,0.07540182769298553,0.07559052109718323,0.07560016214847565,0.0754646360874176,-0.0002479343384038657,1.075539469718933,0.0002219794987468049,0.498437762260437,0.4979337453842163,-0.24275226891040802,-0.514239490032196,0.24275706708431244,0.6158286929130554,0.08933991193771362,0.08862894028425217,0.08856604993343353,0.08901979774236679,0.0013221593108028173,0.7924510836601257,-0.006162471603602171,0.3989807963371277,0.3795950412750244,-0.0042542046867311,4.251458449289203e-06,0.0022479365579783916,0.22377724945545197,0.0005679288879036903,-0.00116131198592484,-0.001276915892958641,6.067546928534284e-05,-0.015253503806889057,0.12312999367713928,0.012834031134843826,0.007682001683861017,0.004112956114113331,0.003925303462892771,-0.00030919164419174194,-0.0011245182249695063,0.009861018508672714,0.0004441046039573848,0.002140467520803213,0.003210850991308689,0.001124430214986205,0.0076966737397015095,0.048346154391765594,-0.01703541725873947,-0.039426520466804504,-0.010151403024792671,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.908334058709443
279,-4.00679874420166,-1.1902120113372803,-0.0036284851375967264,-0.9985322952270508,0.0018877754919230938,0.0028967438265681267,0.05404844507575035,-2.3154006004333496,-1.3673906326293945,-0.003628722159191966,0.020916497334837914,0.0029581671115010977,-0.0017912023467943072,0.9997751712799072,0.003928746096789837,0.04367286339402199,0.0001802501210477203,0.002175504108890891,0.002167981583625078,-0.004137290641665459,0.001997671788558364,-0.0007461071945726871,-0.00048366287956014276,-0.001736386213451624,-0.0018167500384151936,0.0010191705077886581,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,-0.06599999964237213,0.0,0.6159999966621399,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.1880875527858734,0.1484873741865158,0.6028048992156982,0.006579345557838678,0.7134983539581299,0.6026541590690613,-0.1815081387758255,0.713448703289032,0.7247633337974548,-0.01112216804176569,0.59232497215271,0.7263187170028687,-0.1596013754606247,0.5922496318817139,0.611540675163269,-0.08749263733625412,0.6969135999679565,0.8572493195533752,0.0002928531321231276,0.514901340007782,-0.00032099432428367436,0.7339940667152405,-0.08713969588279724,0.583731472492218,0.9225228428840637,-0.0030939204152673483,0.385925829410553,0.001806837972253561,0.0,1.0,-0.24275188148021698,-0.5142391324043274,0.24275614321231842,0.779434859752655,0.07540874928236008,0.07553712278604507,0.07554448395967484,0.0754510834813118,-0.0005301384371705353,1.0817854404449463,0.0003652042069006711,0.4982469081878662,0.49797651171684265,-0.24275147914886475,-0.5142396092414856,0.2427569031715393,0.615824282169342,0.08934863656759262,0.0886419489979744,0.08857951313257217,0.08903062343597412,0.0013466659002006054,0.7924304008483887,-0.006143883336335421,0.3989560902118683,0.3796192407608032,0.0024789264425635338,-2.3410539142787457e-06,-0.0024065542966127396,0.17688971757888794,-0.0009798405226320028,-0.0012915387051180005,-0.0013247563038021326,-0.0009825414745137095,0.0066383108496665955,0.08037321269512177,-0.02110360562801361,0.009044600650668144,0.008624783717095852,0.0021411399357020855,0.0005585856270045042,0.00022849347442388535,0.009481879882514477,0.0006485489429906011,0.0022070491686463356,0.0034403789322823286,0.002027684822678566,-0.006771094165742397,0.05042838677763939,-0.01982853375375271,-0.02195018343627453,-0.02914857678115368,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.958334061317146
280,-4.006401062011719,-1.1866587400436401,-0.003628484671935439,-0.998531699180603,0.00188854627776891,0.0028963210061192513,0.05405864119529724,-2.3153557777404785,-1.367387294769287,-0.003628657665103674,0.020911728963255882,0.002958986209705472,-0.0017919873353093863,0.9997752904891968,0.008518293499946594,0.09554837644100189,0.0007550346199423075,-0.0008107500034384429,0.004574673715978861,-0.004756968934088945,0.0024573029950261116,-0.0010142845567315817,-0.0007908624829724431,-0.002358658006414771,-0.0034605704713612795,0.0006479946314357221,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,-0.13199999928474426,0.0,0.6159999966621399,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.1880631148815155,0.14848749339580536,0.6015928983688354,0.006461715325713158,0.7202116847038269,0.6012511849403381,-0.18160107731819153,0.7201488018035889,0.7248085737228394,-0.011124183423817158,0.5923243165016174,0.7263628244400024,-0.1596035212278366,0.5922492146492004,0.6101500391960144,-0.08756569772958755,0.7035818696022034,0.8559913635253906,0.000626546679995954,0.5169892907142639,-0.0006687985733151436,0.7340391278266907,-0.08713722974061966,0.5837310552597046,0.92252516746521,-0.0030896656680852175,0.3859202563762665,0.00180975126568228,0.0,1.0,-0.24275018274784088,-0.5142390131950378,0.24275551736354828,0.7867763638496399,0.07541817426681519,0.0755014643073082,0.07550683617591858,0.07544445246458054,-0.0010681530693545938,1.0866608619689941,0.0008192608947865665,0.49797165393829346,0.49811431765556335,-0.24275219440460205,-0.5142393708229065,0.2427564263343811,0.6158216595649719,0.08935621380805969,0.08865360170602798,0.08859153091907501,0.08904025703668594,0.0013588492292910814,0.7924184203147888,-0.006129722576588392,0.3989320397377014,0.37964391708374023,-2.502836287021637e-05,0.0036459174007177353,-0.003485032357275486,0.13928675651550293,-0.0019142833771184087,-0.001326436409726739,-0.0011104611912742257,-0.0005525763845071197,-0.0017091454938054085,0.04654432460665703,-0.012521825730800629,0.013706455007195473,0.006150017958134413,0.0034124376252293587,0.0017318599857389927,0.00046022539027035236,0.010028690099716187,9.094088454730809e-05,0.001959121087566018,0.003283926984295249,0.0017420620424672961,-0.0019206330180168152,0.04717172682285309,-0.024126501753926277,-0.025084301829338074,-0.017826413735747337,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.008334063924849
281,-4.005688667297363,-1.1801400184631348,-0.0036285151727497578,-0.9985311031341553,0.0018875012174248695,0.0028959366027265787,0.05407072976231575,-2.315342664718628,-1.3673992156982422,-0.003628826467320323,0.020906880497932434,0.0029580551199615,-0.0017911167815327644,0.9997754096984863,0.016890162602066994,0.15892499685287476,0.0001414470752933994,0.0006026046467013657,0.001218788675032556,-0.004951292648911476,6.705105624860153e-05,-0.0002965963794849813,-2.8597041819011793e-05,9.808909453568049e-06,0.00019474005966912955,0.0004554038168862462,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,-0.1979999989271164,0.0,0.6930000185966492,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.1880403608083725,0.12955233454704285,0.6006540060043335,0.006351139396429062,0.7254336476325989,0.6001278758049011,-0.18168847262859344,0.7253567576408386,0.7255164980888367,-0.018702298402786255,0.6001487970352173,0.7272226214408875,-0.14824067056179047,0.5993092656135559,0.6090535521507263,-0.08763456344604492,0.7087677121162415,0.8550040125846863,0.000951971800532192,0.5186195373535156,-0.0010042384965345263,0.7331043481826782,-0.08711305260658264,0.59280925989151,0.9209159016609192,-0.002073607873171568,0.38975319266319275,0.0014399250503629446,0.0,1.0,-0.24275200068950653,-0.5142384767532349,0.24275603890419006,0.7924844622612,0.07542555779218674,0.07547405362129211,0.07547784596681595,0.07543931156396866,-0.001580353593453765,1.0904724597930908,0.0012686924310401082,0.4977148771286011,0.498244047164917,-0.24275121092796326,-0.5142393708229065,0.24275626242160797,0.626616358757019,0.08950352668762207,0.08888072520494461,0.08883165568113327,0.08923546224832535,0.00148767011705786,0.8007318377494812,-0.0038738069124519825,0.3579750657081604,0.31902316212654114,0.0016139879589900374,-0.00039719726191833615,-0.001512509654276073,0.11107716709375381,-0.000634537311270833,-0.0008710650727152824,-0.0009623976075090468,-0.0007270984933711588,0.0056155831553041935,0.04148315638303757,-0.01538001373410225,0.01041720062494278,0.0061987400986254215,-7.739053398836404e-05,-0.00023453841276932508,0.000246287090703845,0.3321523666381836,0.004311083350330591,0.006417875178158283,0.006628974340856075,0.005305210594087839,-0.0028916236478835344,0.1179550513625145,0.03328068554401398,-0.9857854247093201,-1.0800319910049438,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.058334066532552
282,-4.004809856414795,-1.1721640825271606,-0.003628774546086788,-0.998530387878418,0.0018886359175667167,0.002897205762565136,0.05408391356468201,-2.3153538703918457,-1.3674122095108032,-0.0036287070252001286,0.020917970687150955,0.002956939861178398,-0.0017905792919918895,0.9997751712799072,0.014069909229874611,0.14899905025959015,0.0009648884297348559,-0.0030618892051279545,0.005000126548111439,-0.0001598021772224456,-0.0008274530409835279,-0.00015105106285773218,-1.530292684037704e-05,4.024019290227443e-05,3.290326276328415e-05,-0.0002729344996623695,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,-0.13199999928474426,0.0,0.7699999809265137,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.1880200356245041,0.11116502434015274,0.5998074412345886,0.006391414441168308,0.7294742465019226,0.5993976593017578,-0.18162816762924194,0.7294183969497681,0.7268897294998169,-0.028000038117170334,0.6229081153869629,0.7281367182731628,-0.13915590941905975,0.6222163438796997,0.6082133650779724,-0.08759810775518417,0.7127966284751892,0.8542258739471436,0.0007281117141246796,0.519900918006897,-0.000798020395450294,0.7329176664352417,-0.08712750673294067,0.6169329881668091,0.9196134209632874,-0.0015551846008747816,0.39281973242759705,0.0012010266073048115,0.0,1.0,-0.24275273084640503,-0.5142397880554199,0.2427569478750229,0.7969212532043457,0.07542456686496735,0.07544230669736862,0.07544486969709396,0.0754278227686882,-0.001320507493801415,1.093470811843872,0.0009015891700983047,0.49774807691574097,0.4980972409248352,-0.24275071918964386,-0.514238715171814,0.24275630712509155,0.6521052122116089,0.08973553776741028,0.08923248201608658,0.08919516205787659,0.08952412754297256,0.0014275619760155678,0.8073946833610535,-0.002772780368104577,0.30850985646247864,0.270934134721756,-0.0026122459676116705,0.005285634659230709,-0.007875367067754269,0.08782150596380234,-0.00211848015896976,-0.0009086040081456304,-0.0005027943989261985,8.537707617506385e-05,-0.006631082855165005,0.008253801614046097,-0.004857062362134457,0.016649294644594193,0.004069178365170956,1.8672963051358238e-05,-6.443168967962265e-05,3.8973172195255756e-05,0.5911427140235901,0.004705805331468582,0.007076723035424948,0.007288836408406496,0.005774811841547489,-0.00028290768386796117,0.08640187978744507,0.019975733011960983,-0.8890411853790283,-0.8391323089599609,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,14.108334069140255
283,-4.004136085510254,-1.1659530401229858,-0.003628725651651621,-0.9985302686691284,0.0018885423196479678,0.0028969512786716223,0.054085250943899155,-2.315397024154663,-1.367417335510254,-0.003628775477409363,0.020922062918543816,0.00295789772644639,-0.0017914620693773031,0.9997750520706177,0.00999807845801115,0.10174068063497543,3.0679075280204415e-05,0.002993847941979766,0.0016458906466141343,0.00047651922795921564,0.0013485242379829288,0.0023064150009304285,0.0010703622829169035,0.005255437921732664,-0.0046743229031562805,0.0007196190999820828,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,-0.06599999964237213,0.0,0.7699999809265137,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.18800318241119385,0.0972096174955368,0.5991170406341553,0.006502553354948759,0.7326071858406067,0.5989632606506348,-0.18150056898593903,0.7325873970985413,0.7280526161193848,-0.03484690934419632,0.6468160152435303,0.7290375828742981,-0.13204964995384216,0.6462106704711914,0.6076099872589111,-0.0875127762556076,0.7159304022789001,0.8536142706871033,0.00024887642939575016,0.5209054350852966,-0.0003377597313374281,0.733169436454773,-0.08711003512144089,0.6416518092155457,0.9187138676643372,-0.0012026610784232616,0.3949205279350281,0.001086109783500433,0.0,1.0,-0.2427513152360916,-0.5142410397529602,0.2427571564912796,0.8003730177879333,0.07542697340250015,0.07542255520820618,0.07542470097541809,0.07542406767606735,-0.0006946398061700165,1.0958229303359985,0.0001598114031367004,0.497921347618103,0.49782857298851013,-0.2427520602941513,-0.5142384171485901,0.24275706708431244,0.6777552366256714,0.08996658772230148,0.08958060294389725,0.08955354243516922,0.0898079201579094,0.0015193610452115536,0.8119652271270752,-0.0019652293995022774,0.2722519636154175,0.23372288048267365,0.002688896842300892,0.019642606377601624,-0.0024648690596222878,0.071800097823143,-0.0006100819446146488,-0.0004456591559574008,-0.0003628305275924504,-0.00046672450844198465,0.013129577040672302,0.01933976262807846,-0.020691607147455215,0.009036132134497166,0.008480715565383434,-0.005218232981860638,0.007542816922068596,-0.0039683119393885136,0.46068841218948364,0.002801442053169012,0.006599900778383017,0.007180474232882261,0.00609708484262228,-0.011451004073023796,0.030825452879071236,0.024706877768039703,-0.5582196712493896,-0.6579071879386902,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.158334071747959
284,-4.003783702850342,-1.1626397371292114,-0.003628840669989586,-0.998530387878418,0.00188943010289222,0.002897572470828891,0.054083094000816345,-2.3154397010803223,-1.367437481880188,-0.003628589678555727,0.020925112068653107,0.002958118449896574,-0.0017917186487466097,0.9997750520706177,0.004419139586389065,0.03624536469578743,5.451888500829227e-05,-0.004103462677448988,-0.0010800255695357919,0.003767803544178605,0.0024980581365525723,-0.0006562402122654021,0.001050763064995408,-0.0007002456113696098,-0.0075744749046862125,-0.001847137464210391,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,0.0,0.0,0.7699999809265137,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.18798844516277313,0.08868104219436646,0.5985915064811707,0.00661018630489707,0.7350403666496277,0.5986827611923218,-0.18137823045253754,0.7350532412528992,0.7288970351219177,-0.039098210632801056,0.6656168699264526,0.7297083735466003,-0.1277739405632019,0.6650829911231995,0.6071750521659851,-0.08743064850568771,0.718366801738739,0.8531335592269897,-0.0002078190736938268,0.5216925144195557,0.0001036579196806997,0.733536958694458,-0.08709429204463959,0.660864531993866,0.9180021286010742,-0.0009467511554248631,0.3965730667114258,0.0010076394537463784,0.0,1.0,-0.24275244772434235,-0.5142391324043274,0.24275697767734528,0.8030582666397095,0.07543458044528961,0.07541552931070328,0.0754174143075943,0.07542813569307327,-8.870819146977738e-05,1.0976673364639282,-0.0005413605831563473,0.4980936348438263,0.49757394194602966,-0.24275164306163788,-0.5142391324043274,0.2427571713924408,0.6976978182792664,0.09018100798130035,0.08990384638309479,0.08988593518733978,0.09007088094949722,0.0016034330474212766,0.8155633807182312,-0.0013703001895919442,0.24982234835624695,0.21144063770771027,-0.0011520767584443092,-0.0003095671418122947,0.0005532905925065279,0.05720590427517891,0.0007010916015133262,0.00043923823977820575,0.0003474473487585783,0.0008278622408397496,-0.01779843494296074,0.007851185277104378,0.019648421555757523,0.008867712691426277,0.005125708412379026,0.0018546421779319644,0.0058675301261246204,-0.009935700334608555,0.3611847460269928,0.001214321586303413,0.005313631612807512,0.006029368843883276,0.004682276397943497,0.004674061667174101,0.00966385193169117,-0.013049663975834846,-0.3368082642555237,-0.3036029040813446,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.208334074355662
285,-4.00368595123291,-1.161605715751648,-0.003628628561273217,-0.9985302686691284,0.0018898487323895097,0.0028962509240955114,0.054085079580545425,-2.315493583679199,-1.3674688339233398,-0.0036287230905145407,0.020936446264386177,0.0029580448754131794,-0.001791567075997591,0.9997748136520386,0.0009144056239165366,0.011488530784845352,-1.1534325494721998e-05,0.00013363077596295625,-8.13283804745879e-06,-0.0009824199369177222,-0.0008114512893371284,-0.0008406752021983266,-5.910673053222126e-07,1.9647690351121128e-05,1.418295141775161e-05,-0.0015751251485198736,0.815000057220459,0.30250000953674316,0.0,1.100000023841858,0.0,0.5,0.0,0.0,0.0,0.7699999809265137,0.3630000054836273,0.0,0.824999988079071,0.0,0.10300000011920929,0.0,0.0,0.0,0.1879754364490509,0.0839291587471962,0.5982604622840881,0.006631113588809967,0.7369390726089478,0.5984156131744385,-0.18134425580501556,0.7369621396064758,0.729480504989624,-0.04150080308318138,0.6803479790687561,0.7301889657974243,-0.1254255473613739,0.679858386516571,0.6068507432937622,-0.08741076290607452,0.7202607989311218,0.8527599573135376,-0.0003298003866802901,0.5223029255867004,0.00021835623192600906,0.7338776588439941,-0.08710198849439621,0.675794780254364,0.9174374938011169,-0.0007845191867090762,0.3978780508041382,0.0009252315503545105,0.0,1.0,-0.2427515834569931,-0.5142382979393005,0.24275587499141693,0.8051449060440063,0.07544822990894318,0.07542219758033752,0.07542416453361511,0.07544074952602386,6.069602386560291e-05,1.099098563194275,-0.0007364805787801743,0.4981064796447754,0.4974866807460785,-0.24275198578834534,-0.5142393112182617,0.24275697767734528,0.7132030725479126,0.09036245942115784,0.090176522731781,0.09016614407300949,0.09029180556535721,0.0015704219695180655,0.8184069395065308,-0.0010294885141775012,0.23726241290569305,0.19913971424102783,9.159106411971152e-05,-3.4636461350601166e-05,4.016222010250203e-05,0.04742470383644104,0.00030936981784179807,0.00012660968059208244,5.5738899391144514e-05,7.976520282682031e-05,-0.0014250074746087193,0.008507839404046535,0.003509559202939272,0.0058053843677043915,0.009421979077160358,-2.550998397055082e-05,-1.2591976883413736e-07,4.088166861038189e-06,0.28360944986343384,0.003298012772575021,0.004916748031973839,0.0050260452553629875,0.003939403221011162,-0.002825450152158737,0.03396935015916824,0.007471947930753231,-0.17270958423614502,-0.1541377753019333,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.258334076963365
